281,74,16
278,77,17
270,76,17
269,78,17
260,76,16
264,74,15
262,76,16
264,76,16
266,75,16
265,77,16
266,76,15
268,76,15
263,75,15
263,74,15
261,75,15
265,75,16
264,77,16
263,77,16
262,76,16
258,75,15
261,76,15
261,77,16
